First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
Jason,Schmidt,Sanders-Lucas,5926 Chang Track Apt. 965,Gillespiehaven,Colorado,59814,College thought into door sit leg with direction become play positive peace.,Milk,27-11-2024,47,Frequent,Armed forces technical officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-17, 2024-07-20 - 2024-11-27",Armed forces technical officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 47 units of Milk on 2024-09-17.
Mark,Mckay,Hamilton-Gibson,0783 Lisa Circles Apt. 293,Port Samanthaview,Nebraska,94745,Do standard about establish eye finish test.,Milk,16-02-2025,73,Frequent,"Programmer, applications with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-04, 2024-09-08 - 2025-02-16","Programmer, applications with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 73 units of Milk on 2024-12-04."
Brian,Gill,Rice PLC,39420 Gonzalez Harbor Apt. 519,Orozcofort,Illinois,38270,Little the their consumer capital career.,Spinach,10-01-2025,16,Rare,Accounting technician with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-24, 2024-08-31 - 2025-01-10",Accounting technician with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 16 units of Spinach on 2024-10-24.
Colin,Mendoza,Todd-Nichols,9314 Bruce Turnpike Apt. 988,Phillipstown,Montana,72103,Be total police million statement ten condition exist option visit or.,Carrots,26-01-2025,26,Only Once,"Surveyor, mining with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-19, 2024-10-10 - 2025-01-26","Surveyor, mining with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 26 units of Carrots on 2024-12-19."
Todd,Butler,"Guerrero, Webster and Schroeder",97070 Marquez Fort Suite 604,Port Kimberly,Massachusetts,1905,Act site difference knowledge increase suddenly mean general suffer head energy enter during.,Lettuce,09-10-2024,88,Only Once,"Nurse, children's with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-13, 2024-04-16 - 2024-10-09","Nurse, children's with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 88 units of Lettuce on 2024-07-13."
Lori,Levine,"Davis, Stein and Sanchez",62196 Timothy Plain,Jessicaland,West Virginia,99935,Anyone from form economic station no way capital without somebody financial reflect.,Apples,17-05-2025,78,Rare,Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-25, 2024-12-02 - 2025-05-17",Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 78 units of Apples on 2025-03-25.
Ronald,Williams,Mccarthy and Sons,151 Sanders Loaf Suite 647,Lake Georgeport,Vermont,61187,Approach chair lay material consider prepare explain only free would.,Apples,06-10-2024,12,Rare,Insurance claims handler with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-10, 2024-04-11 - 2024-10-06",Insurance claims handler with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 12 units of Apples on 2024-07-10.
Jennifer,Nixon,Yoder-Torres,6338 Maria Place Suite 051,Andrewsview,Michigan,56669,Recently participant six often design account however former.,Apples,02-10-2024,94,Frequent,"Doctor, general practice with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-22, 2024-03-17 - 2024-10-02","Doctor, general practice with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 94 units of Apples on 2024-08-22."
Paige,Ward,"Francis, Rosario and Young",36894 Sandra Camp Suite 072,Lake Penny,Arkansas,52505,We up door responsibility per cost opportunity month already.,Carrots,02-11-2024,49,Rare,Insurance broker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-13, 2024-04-21 - 2024-11-02",Insurance broker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 49 units of Carrots on 2024-08-13.
Darryl,Dennis,Scott PLC,234 Ruth Parkways Apt. 018,Lopezside,Louisiana,67620,Always year each name miss after drug summer design begin writer politics we.,Carrots,04-02-2025,14,Frequent,Theatre director with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-28, 2024-07-21 - 2025-02-04",Theatre director with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 14 units of Carrots on 2024-11-28.
Amy,Watkins,"Ryan, Cummings and Jackson",1836 Allen Spurs Apt. 646,Robertsside,Kansas,83172,Wish quickly watch necessary blue such end might draw program commercial minute.,Spinach,03-08-2024,47,Only Once,Theatre manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-09, 2023-12-10 - 2024-08-03",Theatre manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 47 units of Spinach on 2024-05-09.
Max,Thomas,Lopez-Gray,70552 Hall Club,North Jose,New Jersey,64939,Task small state note able play maybe off provide whatever represent.,Berries,20-10-2024,95,Frequent,Chief Strategy Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-08, 2024-06-17 - 2024-10-20",Chief Strategy Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 95 units of Berries on 2024-10-08.
Dawn,Hood,Potter-Mendez,19886 Alexander Common Apt. 720,Jasmineside,New Jersey,25740,Then red both voice plan house discussion.,Cucumbers,10-08-2024,68,Rare,Jewellery designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-25, 2024-02-22 - 2024-08-10",Jewellery designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 68 units of Cucumbers on 2024-05-25.
Robert,Berg,Harris Group,886 Jeremy Overpass Apt. 964,West Charles,Kentucky,9844,Safe wait article agency as training tend prepare against institution interest quickly.,Cheese,08-02-2025,74,Rare,Web designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-27, 2024-10-21 - 2025-02-08",Web designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 74 units of Cheese on 2025-01-27.
Colton,Coleman,Howard-Mendez,335 Mcbride Route Apt. 290,Lake Sarahland,New Hampshire,17439,Break concern data hour call level station month free statement positive term federal.,Cheese,05-01-2025,81,Frequent,Holiday representative with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-02, 2024-11-01 - 2025-01-05",Holiday representative with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 81 units of Cheese on 2025-01-02.
Anthony,Parks,"Harris, Harris and Murray",376 Brown Pines Apt. 056,North Kevinburgh,Ohio,34510,Reflect five threat part do event region probably stay seat add Mrs thing.,Spinach,15-02-2025,16,Instable,"Scientist, research (life sciences) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-01-18, 2024-08-24 - 2025-02-15","Scientist, research (life sciences) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 16 units of Spinach on 2025-01-18."
Stephen,Bell,Perkins-Gonzalez,206 Bell Greens Apt. 974,Christophermouth,Maine,73137,Test but laugh whose public attorney senior indicate fly security house leave.,Cucumbers,07-02-2025,38,Instable,IT trainer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-17, 2024-08-23 - 2025-02-07",IT trainer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 38 units of Cucumbers on 2024-12-17.
April,Cooley,Benitez LLC,7009 Miller Lights Apt. 921,Port Ashleyland,North Carolina,7322,Reveal both again nature require serious.,Carrots,25-10-2024,49,Frequent,"Social research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-01, 2024-05-11 - 2024-10-25","Social research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 49 units of Carrots on 2024-08-01."
Francisco,Burns,Flores Ltd,16228 Taylor Club Apt. 955,Mariaside,Mississippi,2047,Result deep cup if loss manager everybody maybe agency now.,Berries,12-12-2024,15,Frequent,"Psychologist, sport and exercise with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-25, 2024-09-16 - 2024-12-12","Psychologist, sport and exercise with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 15 units of Berries on 2024-11-25."
Dwayne,Bennett,Diaz LLC,679 Burke Run Suite 198,Michelleberg,Colorado,26760,Strategy quickly fish center through back able yard spend method attention.,Cucumbers,06-01-2025,18,Rare,"Engineer, electronics with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-01, 2024-08-15 - 2025-01-06","Engineer, electronics with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 18 units of Cucumbers on 2024-12-01."
Rhonda,Lynn,Miller Ltd,742 Hall Fall Suite 254,Hartmouth,Illinois,3036,Eight drug entire sea represent quickly like little memory wind notice check.,Lettuce,29-07-2024,23,Instable,Rural practice surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-26, 2024-02-29 - 2024-07-29",Rural practice surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 23 units of Lettuce on 2024-05-26.
Travis,Scott,Koch PLC,2583 Andrew Lodge,Randyville,Pennsylvania,79889,Edge simple gun foreign read shake whatever fall.,Cucumbers,04-11-2024,26,Only Once,Fashion designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-28, 2024-08-13 - 2024-11-04",Fashion designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 26 units of Cucumbers on 2024-10-28.
Thomas,Moore,Anderson PLC,95684 Janet Prairie Suite 662,Crawfordview,Mississippi,19730,Life believe save major entire hour.,Cheese,26-02-2025,6,Rare,Chiropractor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-14, 2024-08-20 - 2025-02-26",Chiropractor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 6 units of Cheese on 2025-01-14.
